text_id,caption,new_text_id,new_caption
Word-1000062503,登陆后影响究竟是很快减弱还是持续状态?台风的危险半圆你听说过吗?,1000062503,台风 状态 影响 
Word-1000062504,"椒目气味苦,寒,无毒.灌木或小乔木,高约3～6米.",1000062504,小乔木 椒目气味 寒 
Word-1000062512,6995959569基本养老保险集中缴费开始 !!,1000062512,基本养老保险集中缴费 
Word-1000062658,做人做事会用人 柳明 编著 湖南人民出版社,1000062658,湖南人民出版社 柳明 人 
Word-1000062709,5t补全了这个家族的排量型谱.这部4缸1.,1000062709,排量型 5t 家族 
Word-1000062730,<人名>艺术简介: 1964年4月生于河北省.,1000062730,艺术简介 河北省 
Word-1000062841,"2020宪法宣传周活动招募|精彩无限,带你学懂法律知识",1000062841,法律知识 宪法宣传周活动 无限 
Word-1000062857,千万不要让错误的抱姿,1000062857,千万不要让错误的抱姿
Word-1000062860,引入考夫曼信鸽而获得优异赛绩的鸽友还有:来自舒飞地区的雅克·波福,1000062860,优异赛绩 考夫曼信鸽 鸽友 
Word-1000062917,通过姚总的精彩分享让在场的嘉宾更加了解到世茂深港国际中心项目的,1000062917,世茂深港国际中心项目 姚总 嘉宾 
Word-1000062999,全国社会治安综合治理先进工作者网络评选投票开始,1000062999,先进工作者网络评选 全国社会治安 
Word-1000063026,实用企业组织架构图ppt模板,1000063026,实用企业组织架构图ppt模板
Word-1000063107,迅解区块链20210829币圈行情走势分析,1000063107,迅解区块链20210829币圈行情走势分析 
Word-1000063159,埃塞俄比亚:塞米恩国家公园[组图],1000063159,塞米恩国家公园 埃塞俄比亚 
Word-1000063225,恒源祥长袖男t恤衫 秋季新款薄款毛衣商务休闲翻领中年针织衫 深米,1000063225,恒源祥长袖男t恤衫 新款薄款毛衣商务休闲翻领 深米 
Word-1000063228,《科西乌斯科》扬·马泰伊科(jan matejko)高清作品欣赏,1000063228,科西乌斯科 扬·马泰伊科高清作品 
Word-1000063278,黑曜石新作《宣誓》世界规模或远超《上古卷轴5:天际》,1000063278,宣誓 上古卷轴5:天际 黑曜石新作 世界规模 卷轴5 黑曜石 
Word-1000063320,"偷星九月天k的图片,不要机器人和那个风神塞谬尔,十月",1000063320,风神塞谬尔 偷星 天k 
Word-1000063327,"作画的精细程度都会高出其他人一大截,非常直观的展现出了「宙太眼中",1000063327,精细程度 大截 宙 
Word-1000063348,来辆光轮摩托玩,1000063348,来辆光轮摩托玩
Word-1000063367,长沙可不仅是足球福地 更是美食世界!,1000063367,足球福地 美食世界 长沙 
Word-1000063488,"武松飞云浦这段打斗,比醉打蒋门神还精彩,唢呐都不敢!",1000063488,蒋门神 唢呐 飞云浦 
Word-1000063514,"国家队动漫,机甲动漫,达令,02,科幻动漫",1000063514,国家队动漫 机甲动漫 科幻动漫 
Word-1000063536,"去三亚旅游必不可少的就是吃遍三亚的所有美食啦,快来看看当地人最爱",1000063536,三亚旅游 所有美食 当地人 
Word-1000063611,"杨洋突破性演技但该剧能取得这样优秀的成绩,苗认为最大的功臣绝非",1000063611,杨洋突破性演技 苗 功臣 
Word-1000063641,东昂投资李军老师辅导案例,1000063641,东昂投资李军老师辅导案例
Word-1000063648,7.26_阅读_写作_读书_台风,1000063648,台风 写作 
Word-1000063684,信息视觉化图表设计,1000063684,信息视觉化图表设计
Word-1000063717,"根据现状分析,当前具有两个网络出口,目前已经部署了防火墙进行安全",1000063717,现状分析 网络出口 防火墙 
Word-1000063784,可曾添些荒唐,1000063784,可曾添些荒唐
Word-1000063891,"即人才,资金,固定资产及原材料等,它的内涵和外延得到空前的延伸",1000063891,固定资产 内涵 外延 
Word-1000063947,母线电压监测及pt并列装置 sr900-mj,1000063947,母线电压监测及pt sr900-mj 装置 
Word-1000063983,名家 <人名> 书法 - 作品1 当前 位粉丝喜爱本幅作品,1000063983,作品 书法 名家 
Word-1000064003,"""谋女郎""<人名>笑谈博客实名制 - 朱哥哥:荒腔走板的",1000064003,荒腔走板 博客实名制 朱哥哥 
Word-1000064028,"2,截至收盘:沪指涨2.",1000064028,"2,截至收盘:沪指涨2."
Word-1000064066,"啊哥这时候凑上来好奇的问了个问题""这挺好玩儿啊,为啥子嘞?",1000064066,
Word-1000064115,龙城大街龙城新居一期(cbs6) 2室1厅1卫 90㎡,1000064115,龙城大街龙城新居 卫 室 
Word-1000064163,"3天收入2万多!嘉兴居民楼干这种勾当,执法人员突袭",1000064163,嘉兴居民楼 执法人员 勾当 
Word-1000064182,"比如说,煮鱼汤为什么不腥?",1000064182,"比如说,煮鱼汤为什么不腥?"
Word-1000064210,"塑料餐具时最容易残留水渍的,以及如果说会有油污气味或是洗涤剂气味",1000064210,油污气味 塑料餐具 洗涤剂气味 
Word-1000064261,"【历史上的今天】1945年8月15日,日本宣布无条件投降",1000064261,历史上的今天 日本 历史 
Word-1000064266,高级工 程师,1000064266,高级工 程师
Word-1000064272,"实际上,在国外市场,二手车电商更受业内外认可.",1000064272,二手车电商 认可 市场 
Word-1000064343,"佟丽娅第1次主持春晚,靠颜值""撑场""!长得美就是""硬道理""",1000064343,硬道理 春晚 颜值 
Word-1000064360,"奥地利女子遭父亲囚禁24年生7名子女,十年后与保镖幸福隐居",1000064360,奥地利女子 保镖 父亲 
Word-1000064512,"
方法二:注重补水.需要特 .展开全文",1000064512,全文 水 方法 
Word-1000064607,"他所藏的《明代名贤尺牍》20册,皆紫檀木镶框,锦缎覆面精装而成.",1000064607,明代名贤尺牍 名贤尺牍 紫檀木 框 所藏 
Word-1000064664,禾木村即是禾木景区位于新疆布尔津县喀纳斯是图瓦人的集中生活居住地,1000064664,禾木景区 图瓦人 新疆布尔津县喀纳斯 
Word-1000064669,14第十四章 第二审程序.ppt,1000064669,第二审程序.ppt 
Word-1000064718,"半个故宫都是他捐献的,却被遗忘在了历史的角落里",1000064718,故宫 角落 历史 
Word-1000064860,如何评价生化危机2重制版将于2019年1月25日发售?,1000064860,生化危机 
Word-1000064874,初秋女装19秋季新款时尚早秋款洋气网红气质两件套装连衣裙,1000064874,新款时尚 套装连衣裙 款洋气网红气质 
Word-1000065083,"""不碰凉水,不能受凉"",这个坐月子老经验是值得流传和遵守的.",1000065083,老经验 凉水 
Word-1000065135,"""酒店业十大名著""| 讲述10段酒店人不可不知的历史!",1000065135,酒店业 大名著 酒店人 
Word-1000065136,奥体cld 潍坊下一步战略新高地,1000065136,战略新高地 奥体cld 潍坊 
Word-1000065160,募资50亿分红2000万 大康农业被质疑财务造假,1000065160,大康农业 财务造假 募资 
Word-1000065222,"晚年侨居美国,1975年回国,擅长西画及国画,尤以画金鱼著称.",1000065222,侨居美国 国画 金鱼 
Word-1000065270,2020中国地质科学院考研成绩发布时间顺延通知,1000065270,中国地质科学院 成绩 通知 
Word-1000065272,"一方面,老龄化会抑制国家的消费总需求,相较其他年龄层,老年人消费",1000065272,年龄层 老年人消费 消费总需求 
Word-1000065316,终于明白为什么本赛季方硕表现如此挣扎看完分析豁然开朗,1000065316,分析豁然 赛季 
Word-1000065368,"网友在雪地发现一只柴犬,可转过头来后!网友:橘猫胖成",1000065368,橘猫胖成 网友 柴犬 
Word-1000065400,保定市孝墓附近冬虫夏草回收多少钱,1000065400,保定市孝墓 冬虫夏草 钱 
Word-1000065405,卡通闹钟认识时间电子小报素材简报报刊手抄报模板素材画报剪报板报,1000065405,卡通闹钟 时间电子小报素材简报报刊手抄报模板素材画报剪报 电子小报素材简报报刊手抄报模板素材画报剪报板 
Word-1000065446,"处理边缘,用""调整半径工具""",1000065446,"处理边缘,用""调整半径工具"""
Word-1000065470,学代会黑龙江省学生联合会贺词,1000065470,学代会黑龙江省学生联合会贺词
Word-1000065494,"看似日本已经一枝独秀,其他人已经没有了反超的机会.",1000065494,日本 机会 
Word-1000065566,"针织衫 裙装有仙女说单穿裙子还是担心会冷,没关系,我来帮你解决.",1000065566,裙装有仙女 裙子 针织衫 
Word-1000065567,企业成品收发结存月报表(doc 1页).doc,1000065567,企业成品 月报表 doc 
Word-1000065669,"830,831三期>原报共计100份合售",1000065669,"830,831三期 合售 "
Word-1000065786,凝心聚力 蜕变新生 ——记广告牛首次团建活动,1000065786,团建活动 广告牛 蜕变 
Word-1000065808,"请提前安排好化妆师的住宿,另需报销来回路费或可接送.",1000065808,好化妆师 路费 住宿 
Word-1000065831,"根据授权承担本行政区域内防震减灾工作政府行政管理职能,依法履行",1000065831,防震减灾工作政府行政管理职能 行政区域 
Word-1000065869,"其实绿色果蔬也能够起到保护眼睛的效果,大部分绿色果蔬都有很好的",1000065869,绿色果蔬 保护眼睛 效果 
Word-1000065933,"摔跤手要身着摔跤服称为""昭德格"".",1000065933,摔跤手 摔跤服 昭德格 
Word-1000065940,多吃鱼水煮鱼老坛酸菜鱼金汤酸菜鱼家庭速冻半成品,1000065940,鱼老坛酸菜鱼金汤酸菜鱼家庭速冻 鱼水 成品 
Word-1000065981,"《王牌特工2:黄金圈》""全副武装""就等你来!",1000065981,王牌特工2:黄金圈 全副武装 王牌特工 黄金圈 
Word-1000065986,琼明神女录的肉戏都在哪几章 绝代名师类小说推荐 玄幻小说主角用枪,1000065986,神女录 名师类小说 玄幻小说主角 
Word-1000066040,"首先皮秒并不会越打脸越黑,其次它本身就是激光的一种类型,而且还是",1000066040,激光 脸 类型 
Word-1000066043,"▼这不是极光,而是一种叫做「日柱」的自然现象,其他地区的民众也曾",1000066043,自然现象 极光 民众 
Word-1000066052,299元买个无拘无束 评小米蓝牙项圈耳机,1000066052,小米蓝牙项圈耳机 
Word-1000066118,原神荒海解密流程攻略,1000066118,原神荒海解密流程攻略
Word-1000066188,"5%的比例,登陆天坛生物官网,自己看",1000066188,天坛生物官网 比例 
Word-1000066196,"《ye lai xiang》,歌声回荡在脑海,不输原唱",1000066196,ye lai xiang 歌声 脑海 
Word-1000066219,博客公寓 无欠抵 满5 高5米复式 一城国贸旁 近地铁物业,1000066219,近地铁物业 博客公寓 城国贸 
Word-1000066226,"广州推神网络顺应互联网发展新趋势,积极推进中小型企业转型升级",1000066226,中小型企业 新趋势 广州推神网络 
Word-1000066238,黑龙江省哈尔滨市延寿县延寿镇南吉盛路小学教师楼旁,1000066238,黑龙江省哈尔滨市延寿县延寿镇 吉盛路小学教师楼 
Word-1000066281,"大姨妈沾到床单不用拆洗,简单一招一分钟就能去除床单",1000066281,大姨妈 床单 
Word-1000066339,"<人名>曹叡即位,加封扬烈将军,赐关内侯爵.",1000066339,扬烈将军 赐关 曹叡 
Word-1000066380,北校园学生宿舍楼效果图,1000066380,北校园学生宿舍楼效果图
Word-1000066389,《我们都是追梦人》新书发布-中工文化-中工网,1000066389,我们都是追梦人 中工文化 追梦人 中工网 新书 
Word-1000066398,"关于""杰克""玫瑰手杖返场活动的个人看法(友善发言)",1000066398,玫瑰手杖 场活动 个人看法 
Word-1000066503,"吃""西餐""时,刀叉摆放的方式很重要,学会后吃西餐不再尴尬",1000066503,西餐 刀叉 方式 
Word-1000066513,平铺新绿水苹生 水乡结出致富果,1000066513,致富果 平铺新绿水苹生 水乡 
Word-1000066577,三节w甩棍四节甩棍碎砖甩棍合金伸缩棍子防身三节摔棍,1000066577,棍合金 节 w 
Word-1000066614,嶂石岩地貌是我国三大砂岩地貌之一主要分布在我国太行山脉,1000066614,嶂石岩地貌 我国太行山脉 大砂岩地貌 
Word-1000066777,越南女人穿的旗袍都是那么高腰的开叉设计难道是为了凉快吗,1000066777,开叉设计 越南女人 高腰 
Word-1000066853,华孚100英雄金笔,1000066853,华孚100英雄金笔
Word-1000066914,"二十年来一直战斗在教育教学第一线,有丰富的教学经验!",1000066914,教学经验 教育教学第一线 
Word-1000066928,"投资""三通"",阿里究竟在下一盘怎样的物流棋局?",1000066928,物流棋局 阿里 投资 
Word-1000066993,岭南园林观勾阑,1000066993,岭南园林观勾阑
Word-1000067055,"<人名>趣事:喜欢对对子,宴会上被人怼还能心平气和",1000067055,人怼 趣事 对子 
Word-1000067079,下班喽 - 撒丫子快跑 - 图虫网 - 优质摄影师交流社区,1000067079,优质摄影师交流社区 图虫网 撒丫子 
Word-1000067100,动图棋谱-梦百合杯半决赛ⅱ<人名>谢科均战成1比1平,1000067100,图棋谱 梦百合杯半决赛ⅱ 谢科 
Word-1000067208,大乐透开奖1523万元追加一等奖花落淄博,1000067208,一等奖花 淄博 大乐透 
Word-1000067286,"已镜框装裱,手工极美,仔细看书影,品自鉴别.",1000067286,手工极美 镜框 品 
Word-1000067349,方策严 ,1000067349,方策严 
Word-1000067445,小规模纳税人减征申报又有新的案例可以学习了!,1000067445,小规模纳税人 申报 案例 
Word-1000067502,"植恩生物敏锐地抓住行业未来发展前景,通过数据分析和人工智能技术的",1000067502,植恩生物 人工智能技术 发展前景 
Word-1000067659,到底怎样发展副业呢?_时间,1000067659,到底怎样发展副业呢?_时间
Word-1000067733,【纯玩】杭州出发高铁杭州旅游 苏州园林虎丘 上海旅游3日跟团游,1000067733,纯玩 上海旅游 高铁杭州 苏州园林虎丘 
Word-1000067807,这件事情使得<人名>和<人名>式结下了梁子.,1000067807,梁子 事情 式 
Word-1000067811,"80后小伙返乡创业种草莓,7年扩大150亩,每年收益高达上百万!",1000067811,草莓 小伙 收益 
Word-1000067980,chanel香奈儿女士手提包,1000067980,chanel香奈儿女士手提包
Word-1000068082,画江湖之不良人手游平民玩家前中后期阵容搭配攻略 评论,1000068082,不良人手游平民玩家 攻略 阵容 
Word-1000068085,"区政府调研员安忠平,街道班子成员以及社区书记陪同.",1000068085,区政府调研员安忠平 社区书记 街道班子成员 
Word-1000068099,商场标识导视系统(建议案),1000068099,商场标识导视系统(建议案)
Word-1000068149,"英雄连2 开阔地打阵地战,炮队镜助攻架设",1000068149,炮队镜助攻 阵地战 英雄 
Word-1000068205,史上最快达成1亿销量的品牌realme友商既是榜样也是磨刀石,1000068205,品牌realme友商 榜样 销量 
Word-1000068206,高校之间也存在剽窃事件湖大和湘大起争议网友称是谁的很明显,1000068206,湘大起争议网友 事件湖 高校 
Word-1000068213,精品崇宁重宝介绍_in,1000068213,精品崇宁重宝介绍_in
Word-1000068263,一个北京女孩写的.太牛了.这女人算得上人间极品了吧,1000068263,人间极品 女人算得 北京女孩 
Word-1000068303,"好评如潮,这些日本口碑佳片你可能一半",1000068303,日本口碑佳片 好评 潮 
Word-1000068368,金版教程高中新课程创新导学案生物必修3人教版,1000068368,金版教程高中新课程创新 学案生物必修 人 
Word-1000068387,而其所属的路威酩轩更是全球领先的奢华品制造和销售集团.,1000068387,销售集团 路威酩轩 奢华品 
Word-1000068388,罗山县召开决胜2019年高考誓师大会,1000068388,高考誓师大会 罗山县 决胜 
Word-1000068432,古风唯美插画 中国风 水墨,1000068432,古风唯美插画 中国风 水墨
Word-1000068489,此次收并购是颐景园物业外拓发展从单项目承接向公司整体收购模式,1000068489,颐景园物业外拓发展 公司整体 单项目 
Word-1000068502,"奥特莱斯""真的""来了",1000068502,"奥特莱斯""真的""来了"
Word-1000068564,大岭山凯东家园今日踩盘东莞大岭山镇中心小产权大岭山凯东家园楼盘,1000068564,家园楼盘 盘东莞大岭山镇中心小产权大岭山凯 
Word-1000068579,第13讲 三角函数图像及其变换(教案),1000068579,三角函数图像 变换 
Word-1000068631,"俄空天军71架伊尔-76大秀""中部-2019""演习,空运能力知",1000068631,俄空天军 空运能力 大秀 
Word-1000068632,"科技进步推动社会发展,让科技创新成为造福全国人民的公益事业,这与",1000068632,公益事业 科技进步 全国人民 
Word-1000068949,马季的徒弟众多.,1000068949,马季的徒弟众多.
Word-1000068975,"北派太极快拳_谢忠守,薛军 著_孔夫子旧书网",1000068975,北派太极快拳 孔夫子旧书网 薛军 
Word-1000069009,"在医学中它们按照病理及生理变化一般分为闭合性或者单纯性),开放性",1000069009,生理变化 病理 闭合性 
Word-1000069040,"中国广安轻工博览城 ""贴车贴送油卡""活动受热捧",1000069040,油卡 中国广安轻工博览城 车 
Word-1000069062,吴刚15岁儿子曝光 妻子<人名>曾是人艺当家花旦(图),1000069062,人艺当家花旦 吴刚 妻子 
Word-1000069273,松江万达 终于有新的儿童乐园可以遛娃膊!,1000069273,娃膊 儿童乐园 松江 
Word-1000069275,疫情期间需求结构改变导致超市品类销售结构出现调整叠加促销活动减少,1000069275,促销活动 超市品类销售结构 需求结构 
Word-1000069321,"贾府也要过紧日子了!大厦将倾,谁来照顾奴才?",1000069321,紧日子 奴才 贾府 
Word-1000069352,玉林31人名涉黄男女当场被抓!,1000069352,黄男女 玉林 人 
Word-1000069459,重庆&成都|6天5夜旅游攻略_解放碑_洪崖洞_旅行_住宿,1000069459,旅游攻略 住宿 解放碑 
Word-1000069565,"浅析莱万成为""当世第一中锋""的特质",1000069565,浅析莱万 中锋 特质 
Word-1000069592,"本品由新鲜奶皮子自然风干制成,再真空包装,保存一年多没问题 食用",1000069592,新鲜奶皮子 真空包装 品 
Word-1000069599,艺声atc-466《琵琶独奏:十面埋伏(<人名>)》,1000069599,琵琶独奏:十面埋伏(<人名>) 艺声atc-466 琵琶 
Word-1000069642,2018·刚好遇见你——行草大家<人名>书画文化赏析,1000069642,书画文化赏析 行草 
Word-1000069800,68岁赵斗顺刑满回家逾100名民众啸聚门口与警<人名>剧烈冲突,1000069800,赵斗顺刑 剧烈冲突 警 
Word-1000069821,"这种血型的女生会很难受孕,你有没有中枪?",1000069821,女生 血型 枪 
Word-1000069841,"顺德新城中轴线(""金凤凰"")",1000069841,"顺德新城中轴线(""金凤凰"")"
Word-1000069902,"定了!50份烤鱼免费送!斗门人民赶紧来领取壹烤鱼""霸王",1000069902,斗门人民 烤鱼 霸王 
Word-1000070050,第二十九期验房报告 交房必备 细心验房安心装修,1000070050,房报告 交房 
Word-1000070127,"对于大部分家长来说,脑袋里剩下的知识已经很难满足辅导孩子课程的",1000070127,孩子课程 家长 脑袋 
Word-1000070187,"小吃敦煌这种焖饼店超级多,大漠黄缝吮笫堑钡仄兰燮高的一家",1000070187,大漠黄缝吮 小吃敦煌 焖饼店超级 
Word-1000070188,《我是大律师》主创人员简介,1000070188,《我是大律师》主创人员简介
Word-1000070189,"越后_腰铊〃角ヒ〃,研ぎ直しました-日本代拍 代购,日",1000070189,腰铊〃角 〃 日本 
Word-1000070221,中南大学教授王林打造桃江美人窝文化主题公园方案,1000070221,中南大学教授王林 桃江美人窝文化主题公园方案 
Word-1000070358,"郑爽年入5000万没脸见同学,称混得不好自卑?那阚清子景甜呢?",1000070358,阚清子景 郑爽 同学 
Word-1000070367,"十老物件,全部都用过的,那恭喜你,你老了!",1000070367,老物件 
Word-1000070392,男款多色微弹修身休闲裤浅灰,1000070392,男款多色微弹修身休闲裤浅灰
Word-1000070421,"论演""青蛇""我只服<人名>!看到图4,网民:值得男人""珍藏",1000070421,青蛇 网民 男人 
Word-1000070423,批发3d热熔丝涤沦锦纶飞织飞线鞋材鞋面鞋帮运动休闲跑步鞋加工,1000070423,运动休闲跑步鞋 d热熔丝涤沦锦纶飞织飞线鞋材鞋面鞋 批发 
Word-1000070513,烤牛肉配约克夏布丁,1000070513,烤牛肉配约克夏布丁
Word-1000070587,城镇污水处理厂工程工艺设计及控制要点(新)ppt,1000070587,控制要点ppt 城镇污水处理厂工程工艺设计 
Word-1000070652,"一起来看看三年级的孩子们亲手制作的""我的植物朋友""记录卡吧!",1000070652,记录卡 植物朋友 孩子们 
Word-1000070726,「古惑仔电影,1000070726,「古惑仔电影
Word-1000070826,"这时,白色轿车 竟刹车减速, 几乎停在了高速公路超车道上.",1000070826,高速公路超车道 白色轿车 
Word-1000070863,"文案自拟,如有雷同纯属巧合,要是介意那我来改,我怂谢谢.",1000070863,雷同 文案自 
Word-1000070990,那些网络流行句子的英语表达.,1000070990,那些网络流行句子的英语表达.
Word-1000071033,"招工详情 南昌瑶湖欧菲光需要焊空调管道的焊工和配管的水工,半桶水",1000071033,招工详情 空调管道 焊工 
Word-1000071066,电子班牌生产厂家3c高新认证企业触屏一体机教学一体机,1000071066,c高新认证企业触屏一体机 电子班牌生产厂家 机 
Word-1000071128,lol外服与国服接轨?龙瞎原画被一步步改成了这个样子,1000071128,lol外服 原画 国服 
Word-1000071144,介绍一下与《一起来睡觉》画风相同的动漫吗?,1000071144,一起来睡觉 画风 动漫 
Word-1000071148,班级管理中的五个环节的工作心得体会.doc,1000071148,工作心得体会.doc 班级管理 五个环节 
Word-1000071178,e锤原油弱势难改金价跌破千八关口,1000071178,e锤原油弱势 金价 关口 
Word-1000071310,"翌日初十午后,<人名>集各提督商讨进兵机宜.",1000071310,兵机 提督 
Word-1000071321,鼎刷pos机助您成功更轻松!,1000071321,鼎刷pos机助您成功更轻松!
Word-1000071348,"如今两个人结婚16年了,还生了3个孩子,生活中难免有磕磕碰碰.",1000071348,个人结婚 孩子 生活 
Word-1000071357,"水果中含有的多种辅助酶,能够参与肝脏的代谢,减轻肝脏负担,为肝脏",1000071357,肝脏负担 辅助酶 代谢 
Word-1000071391,"baby母子在户外被偶遇,小海绵坐妈妈腿上自娱自乐很粘",1000071391,baby母子 妈妈腿 小海绵 
Word-1000071404,万州竟有这么美的地方!,1000071404,万州竟有这么美的地方!
Word-1000071541,【东兴机械军工】天奥电子:北斗 5g高精度时频龙头,1000071541,东兴机械军工 天奥电子 g高精度时频龙头 北斗 
Word-1000071549,"战友,听说你病得不轻",1000071549,"战友,听说你病得不轻"
Word-1000071553,人类正常体温恰好是37摄氏度?事情没那么简单,1000071553,人类正常体温 事情 
Word-1000071558,"四种胡搅蛮缠的面相,攻于心机,遭受他人排挤,生活事业难成!",1000071558,攻于心机 生活事业 排挤 
Word-1000071567,故宫的另一个系列稻香村月饼也是超美腻哦,1000071567,系列稻香村月饼 美腻 故宫 
Word-1000071588,伫立路口的许敏望了望远处浓稠的滴水的夜色和如猛兽般吞噬一切的漆黑,1000071588,夜色 滴水 路口 
Word-1000071673,"辞职的时候,不要对领导说这三个字,要懂得给自己留退路",1000071673,退路 字 领导 
Word-1000071708,哈尔的移动城堡观后的疑问?,1000071708,哈尔的移动城堡观后的疑问?
Word-1000071713,小鸡哔哔(官方),1000071713,小鸡哔哔(官方)
Word-1000071738,"刷两次蛋黄,撒芝麻,烤箱150°预热,放入烘烤25min",1000071738,蛋黄 min 芝麻 
Word-1000071758,高级植物生理学ppt,1000071758,高级植物生理学ppt
Word-1000071898,"《快乐大本营》今晚未播先火,女神邢菲甜美来袭,小时光现场重聚",1000071898,快乐大本营 女神邢菲 小时光 火 
Word-1000071950,资金怎么会无缘无故被冻结?周某的眼神为何总是闪躲?,1000071950,周某 眼神 资金 
Word-1000071983,沙枣的功效与作用,1000071983,沙枣的功效与作用
Word-1000071986,现货-写字楼物业管理服务实务/<人名>-送书签,1000071986,-送书 写字楼物业管理服务实务 现货 
Word-1000072006,"服饰品设计 <人名>,车岩鑫著 9787565705113",1000072006,车岩鑫著 服饰品设计 
Word-1000072017,凯撒旅游-财务工作简报 第5期,1000072017,凯撒旅游 财务工作简报 
Word-1000072030,物流发展历史ppt,1000072030,物流发展历史ppt
Word-1000072034,"长期服用阿司匹林可能造成消化道溃疡或出血,如有胃痛或黑便应在第一",1000072034,溃疡 胃 阿司匹林 
Word-1000072068,给绝育的公猫装蛋蛋猫你礼貌吗,1000072068,给绝育的公猫装蛋蛋猫你礼貌吗
Word-1000072075,海外开发商称博彩游戏最赚钱 玩家基数远超卡牌游戏,1000072075,博彩游戏 玩家基数 卡牌游戏 
Word-1000072078,cba三消息吉林有意全能王<人名>告别山西福建曾追逐王泉泽,1000072078,全能王 山西福建 消息吉林 
Word-1000072087,欧美大牌红底黑色亚光皮面浅口尖头鞋细跟鞋高跟鞋女鞋单鞋潮鞋,1000072087,鞋高跟鞋女鞋单鞋潮鞋 欧美大牌红底黑色亚光皮面浅口尖头鞋 
Word-1000072101,再来波优酱,1000072101,再来波优酱
Word-1000072166,宝通保险服务 专业值得信赖,1000072166,宝通保险服务 专业值得信赖
Word-1000072350,用力多者收功远——致224班全体同学,1000072350,用力多者 班全体同学 功 
Word-1000072367,哈弗h6s官图曝光 双大屏 旋钮换挡 将27日亮相_选车,1000072367,旋钮换挡 官图 大屏 
Word-1000072473,第37话 炼药之术(一),1000072473,第37话 炼药之术(一)
Word-1000072497,"大家看看像我这样的英语四级成绩,该怎样三个月及格?",1000072497,英语 成绩 月 
Word-1000072599,微创美学修复 ——正畸与美加超薄美牙贴面的联合,1000072599,微创美学 美加超薄美牙贴面 正畸 
Word-1000072656,多陪孩子假日考察旅游.,1000072656,多陪孩子假日考察旅游.
Word-1000072732,同福砂锅红烧肉砂锅图片 - 第1张,1000072732,同福砂锅红烧肉砂锅图片 
Word-1000072779,微型电动葫芦配件220v小吊配件锻打 长轴锻打短轴 轮塞铁六方轴,1000072779,微型电动葫芦配件 塞铁 v 
Word-1000072816,据说这是新手必须要掌握的15中ps技能,1000072816,中ps技能 新手 
Word-1000072825,<人名>被惊呆 《超凡魔术师》惊现超刺激逃生魔术,1000072825,超凡魔术师 逃生魔术 
Word-1000072836,"土门镇旭葱蔬菜专业合作社,王兵详细了解各地特色农业产业发展前景",1000072836,土门镇旭葱蔬菜专业合作社 特色农业产业发展前景 王兵 
Word-1000072919,四曲面屏幕3d显示加侧边虚拟触控 三星galaxy one手机,1000072919,one手机 曲面屏幕 d 
Word-1000072925,"中国最顶尖的大学,也是c9中唯一未合并其他院校的高校",1000072925,c9 院校 高校 
Word-1000072933,"通信端机高度集成化,具有多种保密机接口. 主要技术参数",1000072933,通信端机高度集成化 保密机接口 主要技术参数 
Word-1000072984,"黑<人名>个人均gdp近20万的市,今年不再由省直管",1000072984,的市 人均gdp 省 
Word-1000073095,2010年度徕卡·奥斯卡图片摄影大奖揭晓(4),1000073095,年度徕卡· 图片摄影大奖 
Word-1000073256,"范·迪塞尔,泰瑞斯·吉布森和杰森·斯坦森",1000073256,泰瑞斯·吉布森 杰森·斯坦森 范·迪塞尔 
Word-1000073274,"巨大木板中挖出""洞穴""-芬兰一个博物馆的新方案",1000073274,新方案 巨大木板 芬兰 
Word-1000073318,济南梦--凯撒旅游济南分公司总经理 郭献珍,1000073318,凯撒旅游济南分公司总经理 郭献 济南梦 
Word-1000073333,白胡椒粉各少许.调到喜欢的味道.,1000073333,白胡椒粉 调到 味道 
Word-1000073344,芯思想 | 中国大陆晶圆厂产能数据情况表,1000073344,芯思想 中国大陆晶圆厂产能数据情况表 
Word-1000073376,许凯广州经纪公司 经纪人 明星代言 广告 商演 演唱会,1000073376,广州经纪公司 演唱会 经纪人 
Word-1000073378,"最后一页 在娱乐圈中有非常多的明星夫妻生活了几年之后,突然发现并",1000073378,明星夫妻生活 娱乐圈 
Word-1000073406,宋体美术字参考字汇 1954年1版1印3000册,1000073406,宋体美术字参考字 版 
Word-1000073532,"小孩子气看了不要乱学模仿了,叔叔和阿姨是练过的!",1000073532,小孩子气 阿姨 叔叔 
Word-1000073535,关东煮的做法及配方大全,1000073535,关东煮的做法及配方大全
Word-1000073550,在上海苏宁艺术馆品赏西方油画,1000073550,在上海苏宁艺术馆品赏西方油画
Word-1000073749,纳米比亚 辛巴族红泥防晒,1000073749,纳米比亚 辛巴族红泥防晒
Word-1000073779,"只有媳妇儿怀宝宝的时候心情好,身体好,才能生出一个健康活泼的小",1000073779,时候心情 宝宝 身体 
Word-1000073794,菲拉格慕fq4石英女表 防炫目蓝宝石玻璃,1000073794,蓝宝石玻璃 菲拉格慕fq4石英女表 
Word-1000073850,中国中铁2017年路用车工作暨工程运输交流会在中铁一,1000073850,中国中铁 工程运输交流会 路用车工作 
Word-1000073890,wishmade唯思美喜帖 经典红色城堡请柬 结婚邀请函三,1000073890,wishmade唯思美喜帖 经典红色城堡请柬 邀请函 
Word-1000073899,"甚至是拆下自己的王冠也在所不惜吗,只为博得美人一笑.",1000073899,王冠 美人 
